30B;29;57001;57200;16976;17152;14868;18634;19088;19088
30B;29;57201;57400;17080;17259;14981;18731;19186;19186
30B;29;57401;57600;17184;17361;15089;18828;19284;19284
30B;29;57601;57800;17288;17463;15197;18924;19382;19382
30B;29;57801;58000;17392;17565;15305;19021;19480;19480
30B;29;58001;58200;17496;17667;15413;19117;19578;19578
30B;29;58201;58400;17600;17769;15521;19214;19676;19676
30B;29;58401;58600;17704;17871;15629;19311;19774;19774
30B;29;58601;58800;17808;17973;15737;19407;19872;19872
30B;29;58801;59000;17912;18075;15845;19504;19970;19970
30B;29;59001;59200;18016;18177;15953;19600;20068;20068
30B;29;59201;59400;18120;18279;16061;19697;20166;20166
30B;29;59401;59600;18224;18382;16170;19794;20264;20264
30B;29;59601;59800;18328;18484;16278;19890;20362;20362
30B;29;59801;60000;18432;18590;16390;19987;20460;20460
30B;29;60001;60200;18536;18692;16498;20083;20558;20558
30B;29;60201;60400;18640;18794;16606;20180;20656;20656
30B;29;60401;60600;18744;18896;16714;20277;20754;20754
30B;29;60601;60800;18848;18998;16822;20373;20852;20852
30B;29;60801;61000;18952;19100;16930;20470;20950;20950
30B;29;61001;61200;19056;19202;17038;20567;21048;21048
30B;29;61201;61400;19160;19304;17146;20663;21146;21146
30B;29;61401;61600;19264;19406;17254;20760;21244;21244
30B;29;61601;61800;19368;19509;17363;20856;21342;21342
30B;29;61801;62000;19472;19611;17471;20953;21440;21440
30B;29;62001;62200;19576;19713;17579;21050;21538;21538
30B;29;62201;62400;19680;19819;17691;21146;21636;21636
30B;29;62401;62600;19784;19921;17799;21243;21734;21734
30B;29;62601;62800;19888;20023;17907;21339;21832;21832
30B;29;62801;63000;19992;20125;18015;21436;21930;21930
30B;29;63001;63200;20096;20227;18123;21533;22028;22028
30B;29;63201;63400;20200;20329;18231;21629;22126;22126
30B;29;63401;63600;20304;20431;18339;21726;22224;22224
30B;29;63601;63800;20408;20533;18447;21822;22322;22322
30B;29;63801;64000;20512;20636;18556;21919;22420;22420
30B;29;64001;64200;20616;20738;18664;22016;22518;22518
30B;29;64201;64400;20720;20840;18772;22112;22616;22616
30B;29;64401;64600;20824;20942;18880;22209;22714;22714
30B;29;64601;64800;20928;21044;18988;22305;22812;22812
30B;29;64801;65000;21032;21150;19100;22402;22910;22910
30B;29;65001;65200;21136;21252;19208;22499;23008;23008
30B;29;65201;65400;21240;21354;19316;22595;23106;23106
30B;29;65401;65600;21344;21456;19424;22692;23204;23204
30B;29;65601;65800;21448;21558;19532;22789;23302;23302
30B;29;65801;66000;21552;21660;19640;22885;23400;23400
30B;29;66001;66200;21656;21763;19749;22982;23498;23498
30B;29;66201;66400;21760;21865;19857;23078;23596;23596
30B;29;66401;66600;21864;21967;19965;23175;23694;23694
30B;29;66601;66800;21968;22069;20073;23272;23792;23792
30B;29;66801;67000;22072;22171;20181;23368;23890;23890
30B;29;67001;67200;22176;22273;20289;23465;23988;23988
30B;29;67201;67400;22280;22379;20401;23561;24086;24086
30B;29;67401;67600;22384;22481;20509;23658;24184;24184
30B;29;67601;67800;22488;22583;20617;23755;24282;24282
30B;29;67801;68000;22592;22685;20725;23851;24380;24380
30B;29;68001;68200;22696;22787;20833;23948;24478;24478
30B;29;68201;68400;22800;22890;20942;24044;24576;24576
30B;29;68401;68600;22904;22992;21050;24141;24674;24674
30B;29;68601;68800;23008;23094;21158;24238;24772;24772
30B;29;68801;69000;23112;23196;21266;24334;24870;24870
30B;29;69001;69200;23216;23298;21374;24431;24968;24968
30B;29;69201;69400;23320;23400;21482;24527;25066;25066
30B;29;69401;69600;23424;23502;21590;24624;25164;25164
30B;29;69601;69800;23528;23604;21698;24721;25262;25262
30B;29;69801;70000;23632;23710;21810;24817;25360;25360
30B;29;70001;70200;23736;23812;21918;24914;25458;25458
30B;29;70201;70400;23840;23914;22026;25010;25556;25556
30B;29;70401;70600;23944;24017;22135;25107;25654;25654
30B;29;70601;70800;24048;24119;22243;25204;25752;25752
30B;29;70801;71000;24152;24221;22351;25300;25850;25850
30B;29;71001;71200;24256;24323;22459;25397;25948;25948
30B;29;71201;71400;24360;24425;22567;25494;26046;26046
30B;29;71401;71600;24464;24527;22675;25590;26144;26144
30B;29;71601;71800;24568;24629;22783;25687;26242;26242
30B;29;71801;72000;24672;24731;22891;25783;26340;26340
30B;29;72001;72200;24776;24833;22999;25880;26438;26438
30B;29;72201;72400;24880;24939;23111;25977;26536;26536
30B;29;72401;72600;24984;25041;23219;26073;26634;26634
30B;29;72601;72800;25088;25144;23328;26170;26732;26732
30B;29;72801;73000;25192;25246;23436;26266;26830;26830
30B;29;73001;73200;25296;25348;23544;26363;26928;26928
30B;29;73201;73400;25400;25450;23652;26460;27026;27026
30B;29;73401;73600;25504;25552;23760;26556;27124;27124
30B;29;73601;73800;25608;25654;23868;26653;27222;27222
30B;29;73801;74000;25712;25756;23976;26749;27320;27320
30B;29;74001;74200;25816;25858;24084;26846;27418;27418
30B;29;74201;74400;25920;25960;24192;26943;27516;27516
30B;29;74401;74600;26024;26062;24300;27039;27614;27614
30B;29;74601;74800;26128;26164;24408;27136;27712;27712
30B;29;74801;75000;26232;26271;24521;27232;27810;27810
30B;29;75001;75200;26336;26373;24629;27329;27908;27908
30B;29;75201;75400;26440;26475;24737;27426;28006;28006
30B;29;75401;75600;26544;26577;24845;27522;28104;28104
30B;29;75601;75800;26648;26679;24953;27619;28202;28202
30B;29;75801;76000;26752;26781;25061;27716;28300;28300
30B;29;76001;76200;26856;26883;25169;27812;28398;28398
30B;29;76201;76400;26960;26985;25277;27909;28496;28496
30B;29;76401;76600;27064;27087;25385;28005;28594;28594
30B;29;76601;76800;27168;27189;25493;28102;28692;28692
30B;29;76801;77000;27272;27291;25601;28199;28790;28790
30B;29;77001;77200;27376;27393;25709;28295;28888;28888
30B;29;77201;77400;27480;27500;25822;28392;28986;28986
30B;29;77401;77600;27584;27602;25930;28488;29084;29084
